target_chembl_id,target_organism,document_journal,document_year,activity_id,standard_type,molecule_pref_name,target_pref_name,assay_chembl_id,bao_format,pchembl_value,assay_description
CHEMBL612279,Homo sapiens,None,None,13235310,IC50,TEMSIROLIMUS,HSC-3,CHEMBL2363288,BAO_0000219,7.41,SANGER: Inhibition of human HSC-3 cell growth in a cell viability assay.
CHEMBL385,Homo sapiens,None,None,13235512,IC50,TEMSIROLIMUS,K562,CHEMBL2363324,BAO_0000219,4.78,SANGER: Inhibition of human K-562 cell growth in a cell viability assay.
CHEMBL1075486,Homo sapiens,None,None,13235605,IC50,TEMSIROLIMUS,KYSE-270,CHEMBL2363357,BAO_0000219,6.78,SANGER: Inhibition of human KYSE-270 cell growth in a cell viability assay.
CHEMBL1075487,Homo sapiens,None,None,13235704,IC50,TEMSIROLIMUS,KYSE-410,CHEMBL2363358,BAO_0000219,6.74,SANGER: Inhibition of human KYSE-410 cell growth in a cell viability assay.
CHEMBL2366311,Homo sapiens,None,None,13235833,IC50,TEMSIROLIMUS,LS-513,CHEMBL2363390,BAO_0000219,5.07,SANGER: Inhibition of human LS-513 cell growth in a cell viability assay.
CHEMBL2366236,Homo sapiens,None,None,13235972,IC50,TEMSIROLIMUS,LU-134-A,CHEMBL2363391,BAO_0000219,7.54,SANGER: Inhibition of human LU-134-A cell growth in a cell viability assay.
CHEMBL614353,Homo sapiens,None,None,13236097,IC50,TEMSIROLIMUS,MKN-28,CHEMBL2363429,BAO_0000219,6.01,SANGER: Inhibition of human MKN28 cell growth in a cell viability assay.
CHEMBL614354,Homo sapiens,None,None,13236192,IC50,TEMSIROLIMUS,MKN-45,CHEMBL2363430,BAO_0000219,6.22,SANGER: Inhibition of human MKN45 cell growth in a cell viability assay.
CHEMBL1075512,Homo sapiens,None,None,13236369,IC50,TEMSIROLIMUS,NCI-H1048,CHEMBL2363463,BAO_0000219,5.48,SANGER: Inhibition of human NCI-H1048 cell growth in a cell viability assay.
CHEMBL1075533,Homo sapiens,None,None,13236599,IC50,TEMSIROLIMUS,NCI-H2122,CHEMBL2363506,BAO_0000219,5.4,SANGER: Inhibition of human NCI-H2122 cell growth in a cell viability assay.
CHEMBL2366087,Homo sapiens,None,None,13236738,IC50,TEMSIROLIMUS,NCI-H747,CHEMBL2363546,BAO_0000219,5.88,SANGER: Inhibition of human NCI-H747 cell growth in a cell viability assay.
CHEMBL1075546,Homo sapiens,None,None,13236914,IC50,TEMSIROLIMUS,NCI-H810,CHEMBL2363548,BAO_0000219,6.11,SANGER: Inhibition of human NCI-H810 cell growth in a cell viability assay.
CHEMBL2366165,Homo sapiens,None,None,13237073,IC50,TEMSIROLIMUS,P30-OHK,CHEMBL2363581,BAO_0000219,6.19,SANGER: Inhibition of human P30-OHK cell growth in a cell viability assay.
CHEMBL1075568,Homo sapiens,None,None,13237280,IC50,TEMSIROLIMUS,S-117,CHEMBL2363619,BAO_0000219,6.98,SANGER: Inhibition of human S-117 cell growth in a cell viability assay.
CHEMBL1075569,Homo sapiens,None,None,13237379,IC50,TEMSIROLIMUS,SAS,CHEMBL2363620,BAO_0000219,5.81,SANGER: Inhibition of human SAS cell growth in a cell viability assay.
CHEMBL2366120,Homo sapiens,None,None,13237532,IC50,TEMSIROLIMUS,SK-N-FI,CHEMBL2363656,BAO_0000219,5.93,SANGER: Inhibition of human SK-N-FI cell growth in a cell viability assay.
CHEMBL1075580,Homo sapiens,None,None,13237671,IC50,TEMSIROLIMUS,SK-NEP-1,CHEMBL2363657,BAO_0000219,8.83,SANGER: Inhibition of human SK-NEP-1 cell growth in a cell viability assay.
CHEMBL614943,Homo sapiens,None,None,13237721,IC50,TEMSIROLIMUS,SW 954,CHEMBL2363695,BAO_0000219,5.94,SANGER: Inhibition of human SW954 cell growth in a cell viability assay.
CHEMBL613530,Homo sapiens,None,None,13237860,IC50,TEMSIROLIMUS,SW 962,CHEMBL2363696,BAO_0000219,7.81,SANGER: Inhibition of human SW962 cell growth in a cell viability assay.
CHEMBL614388,Homo sapiens,None,None,13237987,IC50,TEMSIROLIMUS,UO-31,CHEMBL2363812,BAO_0000219,5.57,SANGER: Inhibition of human U031 cell growth in a cell viability assay.
CHEMBL615022,Homo sapiens,None,None,13238083,IC50,TEMSIROLIMUS,U-251,CHEMBL2363813,BAO_0000219,6.38,SANGER: Inhibition of human U251 cell growth in a cell viability assay.
CHEMBL1075444,Homo sapiens,None,None,13238167,IC50,TEMSIROLIMUS,ESS-1,CHEMBL2363217,BAO_0000219,5.18,SANGER: Inhibition of human ESS-1 cell growth in a cell viability assay.
CHEMBL2366116,Homo sapiens,None,None,13238306,IC50,TEMSIROLIMUS,ETK-1,CHEMBL2363218,BAO_0000219,7.5,SANGER: Inhibition of human ETK-1 cell growth in a cell viability assay.
CHEMBL2366142,Homo sapiens,None,None,13238404,IC50,TEMSIROLIMUS,HAL-01,CHEMBL2363252,BAO_0000219,6.33,SANGER: Inhibition of human HAL-01 cell growth in a cell viability assay.
CHEMBL2366299,Homo sapiens,None,None,13238532,IC50,TEMSIROLIMUS,HC-1,CHEMBL2363253,BAO_0000219,7.0,SANGER: Inhibition of human HC-1 cell growth in a cell viability assay.
CHEMBL1075469,Homo sapiens,None,None,13238727,IC50,TEMSIROLIMUS,HSC-4,CHEMBL2363289,BAO_0000219,9.95,SANGER: Inhibition of human HSC-4 cell growth in a cell viability assay.
CHEMBL2366130,Homo sapiens,None,None,13238843,IC50,TEMSIROLIMUS,HT,CHEMBL2363290,BAO_0000219,7.56,SANGER: Inhibition of human HT cell growth in a cell viability assay.
CHEMBL2366152,Homo sapiens,None,None,13239033,IC50,TEMSIROLIMUS,K5,CHEMBL2363326,BAO_0000219,8.88,SANGER: Inhibition of human K5 cell growth in a cell viability assay.
CHEMBL1075488,Homo sapiens,None,None,13239122,IC50,TEMSIROLIMUS,KYSE-450,CHEMBL2363359,BAO_0000219,6.26,SANGER: Inhibition of human KYSE-450 cell growth in a cell viability assay.
CHEMBL613868,Homo sapiens,None,None,13239220,IC50,TEMSIROLIMUS,KYSE-510,CHEMBL2363360,BAO_0000219,6.26,SANGER: Inhibition of human KYSE-510 cell growth in a cell viability assay.
CHEMBL612701,None,None,None,13239319,IC50,TEMSIROLIMUS,KYSE-520 cell line,CHEMBL2363361,BAO_0000219,6.86,SANGER: Inhibition of human KYSE-520 cell growth in a cell viability assay.
CHEMBL1075492,Homo sapiens,None,None,13239344,IC50,TEMSIROLIMUS,LU-135,CHEMBL2363392,BAO_0000219,6.32,SANGER: Inhibition of human LU-135 cell growth in a cell viability assay.
CHEMBL2366248,Homo sapiens,None,None,13239474,IC50,TEMSIROLIMUS,LU-139,CHEMBL2363393,BAO_0000219,7.27,SANGER: Inhibition of human LU-139 cell growth in a cell viability assay.
CHEMBL614355,Homo sapiens,None,None,13239603,IC50,TEMSIROLIMUS,MKN-7,CHEMBL2363431,BAO_0000219,5.21,SANGER: Inhibition of human MKN7 cell growth in a cell viability assay.
CHEMBL614356,Homo sapiens,None,None,13239742,IC50,TEMSIROLIMUS,ML-2,CHEMBL2363432,BAO_0000219,5.72,SANGER: Inhibition of human ML-2 cell growth in a cell viability assay.
CHEMBL2366351,Homo sapiens,None,None,13239827,IC50,TEMSIROLIMUS,NCI-H1092,CHEMBL2363464,BAO_0000219,6.34,SANGER: Inhibition of human NCI-H1092 cell growth in a cell viability assay.
CHEMBL2366073,Homo sapiens,None,None,13239956,IC50,TEMSIROLIMUS,NCI-H1155,CHEMBL2363465,BAO_0000219,7.2,SANGER: Inhibition of human NCI-H1155 cell growth in a cell viability assay.
CHEMBL2366160,Homo sapiens,None,None,13240058,IC50,TEMSIROLIMUS,NCI-H2126,CHEMBL2363507,BAO_0000219,7.24,SANGER: Inhibition of human NCI-H2126 cell growth in a cell viability assay.
CHEMBL1075534,Homo sapiens,None,None,13240232,IC50,TEMSIROLIMUS,NCI-H2170,CHEMBL2363509,BAO_0000219,6.39,SANGER: Inhibition of human NCI-H2170 cell growth in a cell viability assay.
CHEMBL2366077,Homo sapiens,None,None,13240373,IC50,TEMSIROLIMUS,NCI-H82,CHEMBL2363549,BAO_0000219,7.54,SANGER: Inhibition of human NCI-H82 cell growth in a cell viability assay.
CHEMBL614949,Homo sapiens,None,None,13240561,IC50,TEMSIROLIMUS,PA-1,CHEMBL2363583,BAO_0000219,8.83,SANGER: Inhibition of human PA-1 cell growth in a cell viability assay.
CHEMBL1075557,Homo sapiens,None,None,13240660,IC50,TEMSIROLIMUS,PANC-03-27,CHEMBL2363584,BAO_0000219,5.73,SANGER: Inhibition of human PANC-03-27 cell growth in a cell viability assay.
CHEMBL1075558,Homo sapiens,None,None,13240759,IC50,TEMSIROLIMUS,PANC-08-13,CHEMBL2363585,BAO_0000219,6.16,SANGER: Inhibition of human PANC-08-13 cell growth in a cell viability assay.
CHEMBL2366327,Homo sapiens,None,None,13240836,IC50,TEMSIROLIMUS,SBC-1,CHEMBL2363621,BAO_0000219,9.35,SANGER: Inhibition of human SBC-1 cell growth in a cell viability assay.
CHEMBL614896,Homo sapiens,None,None,13240922,IC50,TEMSIROLIMUS,SBC-5,CHEMBL2363622,BAO_0000219,6.99,SANGER: Inhibition of human SBC-5 cell growth in a cell viability assay.
CHEMBL614925,Homo sapiens,None,None,13241078,IC50,TEMSIROLIMUS,SK-OV-3,CHEMBL2363658,BAO_0000219,6.33,SANGER: Inhibition of human SK-OV-3 cell growth in a cell viability assay.
CHEMBL2366108,Homo sapiens,None,None,13241216,IC50,TEMSIROLIMUS,SK-PN-DW,CHEMBL2363659,BAO_0000219,6.23,SANGER: Inhibition of human SK-PN-DW cell growth in a cell viability assay.
CHEMBL2366238,Homo sapiens,None,None,13241303,IC50,TEMSIROLIMUS,SW982,CHEMBL2363697,BAO_0000219,6.36,SANGER: Inhibition of human SW982 cell growth in a cell viability assay.
CHEMBL614894,Homo sapiens,None,None,13241402,IC50,TEMSIROLIMUS,SAOS-2,CHEMBL2363698,BAO_0000219,5.78,SANGER: Inhibition of human Saos-2 cell growth in a cell viability assay.
CHEMBL612796,Homo sapiens,None,None,13241541,IC50,TEMSIROLIMUS,UACC-257,CHEMBL2363814,BAO_0000219,6.09,SANGER: Inhibition of human UACC-257 cell growth in a cell viability assay.
CHEMBL614610,Homo sapiens,None,None,13241640,IC50,TEMSIROLIMUS,UACC-62,CHEMBL2363815,BAO_0000219,5.58,SANGER: Inhibition of human UACC-62 cell growth in a cell viability assay.
CHEMBL2366364,Homo sapiens,None,None,13241851,IC50,TEMSIROLIMUS,EW-1,CHEMBL2363220,BAO_0000219,6.7,SANGER: Inhibition of human EW-1 cell growth in a cell viability assay.
CHEMBL2366202,Homo sapiens,None,None,13241993,IC50,TEMSIROLIMUS,HCC1187,CHEMBL2363255,BAO_0000219,4.61,SANGER: Inhibition of human HCC1187 cell growth in a cell viability assay.
CHEMBL1075454,Homo sapiens,None,None,13242091,IC50,TEMSIROLIMUS,HCC1395,CHEMBL2363256,BAO_0000219,5.56,SANGER: Inhibition of human HCC1395 cell growth in a cell viability assay.
CHEMBL614580,Homo sapiens,None,None,13242253,IC50,TEMSIROLIMUS,HT-1080,CHEMBL2363291,BAO_0000219,7.75,SANGER: Inhibition of human HT-1080 cell growth in a cell viability assay.
CHEMBL614836,Homo sapiens,None,None,13242352,IC50,TEMSIROLIMUS,HT1197,CHEMBL2363292,BAO_0000219,5.54,SANGER: Inhibition of human HT-1197 cell growth in a cell viability assay.
CHEMBL2366155,Homo sapiens,None,None,13242485,IC50,TEMSIROLIMUS,KALS-1,CHEMBL2363327,BAO_0000219,6.83,SANGER: Inhibition of human KALS-1 cell growth in a cell viability assay.
CHEMBL2366156,Homo sapiens,None,None,13242620,IC50,TEMSIROLIMUS,KARPAS-299,CHEMBL2363328,BAO_0000219,6.06,SANGER: Inhibition of human KARPAS-299 cell growth in a cell viability assay.
CHEMBL614012,None,None,None,13242738,IC50,TEMSIROLIMUS,KYSE-70 cell line,CHEMBL2363362,BAO_0000219,6.13,SANGER: Inhibition of human KYSE-70 cell growth in a cell viability assay.
CHEMBL2366267,Homo sapiens,None,None,13242877,IC50,TEMSIROLIMUS,L-363,CHEMBL2363363,BAO_0000219,9.62,SANGER: Inhibition of human L-363 cell growth in a cell viability assay.
CHEMBL614694,Homo sapiens,None,None,13242998,IC50,TEMSIROLIMUS,Lu-65,CHEMBL2363395,BAO_0000219,5.75,SANGER: Inhibition of human LU-65 cell growth in a cell viability assay.
CHEMBL1075493,Homo sapiens,None,None,13243084,IC50,TEMSIROLIMUS,LU-99A,CHEMBL2363396,BAO_0000219,6.9,SANGER: Inhibition of human LU-99A cell growth in a cell viability assay.
CHEMBL2366211,Homo sapiens,None,None,13243189,IC50,TEMSIROLIMUS,MLMA,CHEMBL2363433,BAO_0000219,8.48,SANGER: Inhibition of human MLMA cell growth in a cell viability assay.
CHEMBL2366196,Homo sapiens,None,None,13243327,IC50,TEMSIROLIMUS,MMAC-SF,CHEMBL2363434,BAO_0000219,6.0,SANGER: Inhibition of human MMAC-SF cell growth in a cell viability assay.
CHEMBL612255,Homo sapiens,None,None,13243421,IC50,TEMSIROLIMUS,NCI-H1299,CHEMBL2363467,BAO_0000219,6.73,SANGER: Inhibition of human NCI-H1299 cell growth in a cell viability assay.
CHEMBL2366266,Homo sapiens,None,None,13243559,IC50,TEMSIROLIMUS,NCI-H1304,CHEMBL2363468,BAO_0000219,6.46,SANGER: Inhibition of human NCI-H1304 cell growth in a cell viability assay.
CHEMBL614197,Homo sapiens,None,None,13243903,IC50,TEMSIROLIMUS,NCI-N87,CHEMBL2363552,BAO_0000219,6.76,SANGER: Inhibition of human NCI-N87 cell growth in a cell viability assay.
CHEMBL614931,Homo sapiens,None,None,13244042,IC50,TEMSIROLIMUS,SNU1,CHEMBL2363553,BAO_0000219,8.32,SANGER: Inhibition of human NCI-SNU-1 cell growth in a cell viability assay.
CHEMBL612583,Homo sapiens,None,None,13244176,IC50,TEMSIROLIMUS,Panc1005,CHEMBL2363586,BAO_0000219,6.81,SANGER: Inhibition of human PANC-10-05 cell growth in a cell viability assay.
CHEMBL614140,Homo sapiens,None,None,13244275,IC50,TEMSIROLIMUS,PC-14,CHEMBL2363587,BAO_0000219,6.5,SANGER: Inhibition of human PC-14 cell growth in a cell viability assay.
CHEMBL614899,Homo sapiens,None,None,13244376,IC50,TEMSIROLIMUS,SCC-15,CHEMBL2363623,BAO_0000219,6.89,SANGER: Inhibition of human SCC-15 cell growth in a cell viability assay.
CHEMBL614901,Homo sapiens,None,None,13244475,IC50,TEMSIROLIMUS,SCC-25,CHEMBL2363624,BAO_0000219,6.14,SANGER: Inhibition of human SCC-25 cell growth in a cell viability assay.
CHEMBL2366316,Homo sapiens,None,None,13244664,IC50,TEMSIROLIMUS,SK-UT-1,CHEMBL2363660,BAO_0000219,7.19,SANGER: Inhibition of human SK-UT-1 cell growth in a cell viability assay.
CHEMBL1075581,Homo sapiens,None,None,13244755,IC50,TEMSIROLIMUS,SKG-IIIa,CHEMBL2363661,BAO_0000219,6.11,SANGER: Inhibition of human SKG-IIIa cell growth in a cell viability assay.
CHEMBL612542,Homo sapiens,None,None,13244820,IC50,TEMSIROLIMUS,SiHa,CHEMBL2363699,BAO_0000219,6.52,SANGER: Inhibition of human SiHa cell growth in a cell viability assay.
CHEMBL614774,Homo sapiens,None,None,13244917,IC50,TEMSIROLIMUS,T-24,CHEMBL2363700,BAO_0000219,7.86,SANGER: Inhibition of human T-24 cell growth in a cell viability assay.
CHEMBL614361,Homo sapiens,None,None,13245016,IC50,TEMSIROLIMUS,T47D,CHEMBL2363701,BAO_0000219,6.97,SANGER: Inhibition of human T47D cell growth in a cell viability assay.
CHEMBL1075605,Homo sapiens,None,None,13245118,IC50,TEMSIROLIMUS,UACC-893,CHEMBL2363817,BAO_0000219,5.37,SANGER: Inhibition of human UACC-893 cell growth in a cell viability assay.
CHEMBL612799,Homo sapiens,None,None,13245213,IC50,TEMSIROLIMUS,UMUC3,CHEMBL2363818,BAO_0000219,7.16,SANGER: Inhibition of human UM-UC-3 cell growth in a cell viability assay.
CHEMBL2366223,Homo sapiens,None,None,13245310,IC50,TEMSIROLIMUS,EW-11,CHEMBL2363221,BAO_0000219,7.81,SANGER: Inhibition of human EW-11 cell growth in a cell viability assay.
CHEMBL2366124,Homo sapiens,None,None,13245489,IC50,TEMSIROLIMUS,EW-13,CHEMBL2363223,BAO_0000219,7.84,SANGER: Inhibition of human EW-13 cell growth in a cell viability assay.
CHEMBL1075455,Homo sapiens,None,None,13245510,IC50,TEMSIROLIMUS,HCC1419,CHEMBL2363257,BAO_0000219,7.59,SANGER: Inhibition of human HCC1419 cell growth in a cell viability assay.
CHEMBL1075456,Homo sapiens,None,None,13245609,IC50,TEMSIROLIMUS,HCC1569,CHEMBL2363258,BAO_0000219,5.37,SANGER: Inhibition of human HCC1569 cell growth in a cell viability assay.
CHEMBL612258,Homo sapiens,None,None,13245771,IC50,TEMSIROLIMUS,HT-1376,CHEMBL2363293,BAO_0000219,6.08,SANGER: Inhibition of human HT-1376 cell growth in a cell viability assay.
CHEMBL2366291,Homo sapiens,None,None,13245910,IC50,TEMSIROLIMUS,HT-144,CHEMBL2363294,BAO_0000219,5.31,SANGER: Inhibition of human HT-144 cell growth in a cell viability assay.
CHEMBL2366305,Homo sapiens,None,None,13246147,IC50,TEMSIROLIMUS,KARPAS-45,CHEMBL2363330,BAO_0000219,7.29,SANGER: Inhibition of human KARPAS-45 cell growth in a cell viability assay.
CHEMBL2366233,Homo sapiens,None,None,13246326,IC50,TEMSIROLIMUS,L-428,CHEMBL2363364,BAO_0000219,6.02,SANGER: Inhibition of human L-428 cell growth in a cell viability assay.
CHEMBL614107,None,None,None,13246542,IC50,TEMSIROLIMUS,LXF-289 cell line,CHEMBL2363397,BAO_0000219,6.83,SANGER: Inhibition of human LXF-289 cell growth in a cell viability assay.
CHEMBL614721,Homo sapiens,None,None,13246640,IC50,TEMSIROLIMUS,LoVo,CHEMBL2363398,BAO_0000219,5.49,SANGER: Inhibition of human LoVo cell growth in a cell viability assay.
CHEMBL2366070,Homo sapiens,None,None,13246777,IC50,TEMSIROLIMUS,MN-60,CHEMBL2363435,BAO_0000219,7.71,SANGER: Inhibition of human MN-60 cell growth in a cell viability assay.
CHEMBL2366103,Homo sapiens,None,None,13246843,IC50,TEMSIROLIMUS,MOLT-13,CHEMBL2363436,BAO_0000219,5.07,SANGER: Inhibition of human MOLT-13 cell growth in a cell viability assay.
CHEMBL2366227,Homo sapiens,None,None,13247008,IC50,TEMSIROLIMUS,NCI-H1355,CHEMBL2363469,BAO_0000219,7.25,SANGER: Inhibition of human NCI-H1355 cell growth in a cell viability assay.
CHEMBL2366201,Homo sapiens,None,None,13247147,IC50,TEMSIROLIMUS,NCI-H1395,CHEMBL2363470,BAO_0000219,5.53,SANGER: Inhibition of human NCI-H1395 cell growth in a cell viability assay.
CHEMBL1075536,Homo sapiens,None,None,13247179,IC50,TEMSIROLIMUS,NCI-H2228,CHEMBL2363513,BAO_0000219,6.15,SANGER: Inhibition of human NCI-H2228 cell growth in a cell viability assay.
CHEMBL614740,Homo sapiens,None,None,13247318,IC50,TEMSIROLIMUS,NCI-H226,CHEMBL2363514,BAO_0000219,5.91,SANGER: Inhibition of human NCI-H226 cell growth in a cell viability assay.
CHEMBL2366197,Homo sapiens,None,None,13247379,IC50,TEMSIROLIMUS,NCI-H2291,CHEMBL2363515,BAO_0000219,5.85,SANGER: Inhibition of human NCI-H2291 cell growth in a cell viability assay.
CHEMBL614934,Homo sapiens,None,None,13247571,IC50,TEMSIROLIMUS,SNU-5,CHEMBL2363555,BAO_0000219,5.86,SANGER: Inhibition of human NCI-SNU-5 cell growth in a cell viability assay.
CHEMBL390,Homo sapiens,None,None,13247694,IC50,TEMSIROLIMUS,PC-3,CHEMBL2363588,BAO_0000219,8.04,SANGER: Inhibition of human PC-3 cell growth in a cell viability assay.
CHEMBL1075560,Homo sapiens,None,None,13247871,IC50,TEMSIROLIMUS,PFSK-1,CHEMBL2363590,BAO_0000219,7.56,SANGER: Inhibition of human PFSK-1 cell growth in a cell viability assay.
CHEMBL1075570,Homo sapiens,None,None,13247972,IC50,TEMSIROLIMUS,SCC-4,CHEMBL2363626,BAO_0000219,6.3,SANGER: Inhibition of human SCC-4 cell growth in a cell viability assay.
CHEMBL1075571,Homo sapiens,None,None,13248071,IC50,TEMSIROLIMUS,SCC-9,CHEMBL2363627,BAO_0000219,5.37,SANGER: Inhibition of human SCC-9 cell growth in a cell viability assay.
CHEMBL614054,Homo sapiens,None,None,13248213,IC50,TEMSIROLIMUS,SN12C,CHEMBL2363663,BAO_0000219,6.74,SANGER: Inhibition of human SN12C cell growth in a cell viability assay.
CHEMBL614451,Homo sapiens,None,None,13248352,IC50,TEMSIROLIMUS,SNB-75,CHEMBL2363664,BAO_0000219,6.38,SANGER: Inhibition of human SNB75 cell growth in a cell viability assay.
CHEMBL613531,Homo sapiens,None,None,13248434,IC50,TEMSIROLIMUS,T84,CHEMBL2363702,BAO_0000219,4.84,SANGER: Inhibition of human T84 cell growth in a cell viability assay.
CHEMBL614775,Homo sapiens,None,None,13248533,IC50,TEMSIROLIMUS,T98G,CHEMBL2363703,BAO_0000219,7.58,SANGER: Inhibition of human T98G cell growth in a cell viability assay.
CHEMBL1075606,Homo sapiens,None,None,13248628,IC50,TEMSIROLIMUS,UMC-11,CHEMBL2363819,BAO_0000219,7.05,SANGER: Inhibition of human UMC-11 cell growth in a cell viability assay.
CHEMBL2366259,Homo sapiens,None,None,13248767,IC50,TEMSIROLIMUS,VA-ES-BJ,CHEMBL2363820,BAO_0000219,8.23,SANGER: Inhibition of human VA-ES-BJ cell growth in a cell viability assay.
CHEMBL2366358,Homo sapiens,None,None,13248938,IC50,TEMSIROLIMUS,EW-16,CHEMBL2363224,BAO_0000219,7.54,SANGER: Inhibition of human EW-16 cell growth in a cell viability assay.
CHEMBL1075457,Homo sapiens,None,None,13249104,IC50,TEMSIROLIMUS,HCC1806,CHEMBL2363260,BAO_0000219,6.29,SANGER: Inhibition of human HCC1806 cell growth in a cell viability assay.
CHEMBL1075458,Homo sapiens,None,None,13249203,IC50,TEMSIROLIMUS,HCC1937,CHEMBL2363261,BAO_0000219,4.95,SANGER: Inhibition of human HCC1937 cell growth in a cell viability assay.
CHEMBL384,Homo sapiens,None,None,13249328,IC50,TEMSIROLIMUS,HT-29,CHEMBL2363295,BAO_0000219,4.72,SANGER: Inhibition of human HT-29 cell growth in a cell viability assay.
CHEMBL1075470,Homo sapiens,None,None,13249427,IC50,TEMSIROLIMUS,HT-3,CHEMBL2363296,BAO_0000219,6.5,SANGER: Inhibition of human HT-3 cell growth in a cell viability assay.
CHEMBL1075471,Homo sapiens,None,None,13249524,IC50,TEMSIROLIMUS,HT55,CHEMBL2363297,BAO_0000219,5.22,SANGER: Inhibition of human HT55 cell growth in a cell viability assay.
CHEMBL613988,None,None,None,13249565,IC50,TEMSIROLIMUS,Kasumi 1,CHEMBL2363331,BAO_0000219,7.25,SANGER: Inhibition of human KASUMI-1 cell growth in a cell viability assay.
CHEMBL2366287,Homo sapiens,None,None,13249669,IC50,TEMSIROLIMUS,KE-37,CHEMBL2363332,BAO_0000219,7.78,SANGER: Inhibition of human KE-37 cell growth in a cell viability assay.
CHEMBL2366090,Homo sapiens,None,None,13249854,IC50,TEMSIROLIMUS,LAMA-84,CHEMBL2363366,BAO_0000219,8.39,SANGER: Inhibition of human LAMA-84 cell growth in a cell viability assay.
CHEMBL2366123,Homo sapiens,None,None,13249984,IC50,TEMSIROLIMUS,LAN-6,CHEMBL2363367,BAO_0000219,5.2,SANGER: Inhibition of human LAN-6 cell growth in a cell viability assay.
CHEMBL1075494,Homo sapiens,None,None,13250059,IC50,TEMSIROLIMUS,M059J,CHEMBL2363399,BAO_0000219,6.93,SANGER: Inhibition of human M059J cell growth in a cell viability assay.
CHEMBL614317,Homo sapiens,None,None,13250158,IC50,TEMSIROLIMUS,M14,CHEMBL2363400,BAO_0000219,6.33,SANGER: Inhibition of human M14 cell growth in a cell viability assay.
CHEMBL2366362,Homo sapiens,None,None,13250287,IC50,TEMSIROLIMUS,MOLT-16,CHEMBL2363437,BAO_0000219,7.89,SANGER: Inhibition of human MOLT-16 cell growth in a cell viability assay.
CHEMBL614177,Homo sapiens,None,None,13250417,IC50,TEMSIROLIMUS,MOLT-4,CHEMBL2363438,BAO_0000219,8.37,SANGER: Inhibition of human MOLT-4 cell growth in a cell viability assay.
CHEMBL1075513,Homo sapiens,None,None,13250721,IC50,TEMSIROLIMUS,NCI-H1437,CHEMBL2363473,BAO_0000219,6.99,SANGER: Inhibition of human NCI-H1437 cell growth in a cell viability assay.
CHEMBL614997,Homo sapiens,None,None,13250837,IC50,TEMSIROLIMUS,NCI-H23,CHEMBL2363516,BAO_0000219,6.11,SANGER: Inhibition of human NCI-H23 cell growth in a cell viability assay.
CHEMBL1075537,Homo sapiens,None,None,13250936,IC50,TEMSIROLIMUS,NCI-H2342,CHEMBL2363517,BAO_0000219,5.92,SANGER: Inhibition of human NCI-H2342 cell growth in a cell viability assay.
CHEMBL2366340,Homo sapiens,None,None,13251016,IC50,TEMSIROLIMUS,NEC8,CHEMBL2363556,BAO_0000219,5.45,SANGER: Inhibition of human NEC8 cell growth in a cell viability assay.
CHEMBL2366263,Homo sapiens,None,None,13251153,IC50,TEMSIROLIMUS,NH-12,CHEMBL2363557,BAO_0000219,6.31,SANGER: Inhibition of human NH-12 cell growth in a cell viability assay.
CHEMBL614241,Homo sapiens,None,None,13251367,IC50,TEMSIROLIMUS,PSN1,CHEMBL2363592,BAO_0000219,6.41,SANGER: Inhibition of human PSN1 cell growth in a cell viability assay.
CHEMBL1075573,Homo sapiens,None,None,13251523,IC50,TEMSIROLIMUS,SCH,CHEMBL2363628,BAO_0000219,6.41,SANGER: Inhibition of human SCH cell growth in a cell viability assay.
CHEMBL1075583,Homo sapiens,None,None,13251803,IC50,TEMSIROLIMUS,SNU-387,CHEMBL2363666,BAO_0000219,6.76,SANGER: Inhibition of human SNU-387 cell growth in a cell viability assay.
CHEMBL1075584,Homo sapiens,None,None,13251900,IC50,TEMSIROLIMUS,SNU-423,CHEMBL2363667,BAO_0000219,6.76,SANGER: Inhibition of human SNU-423 cell growth in a cell viability assay.
CHEMBL615010,Homo sapiens,None,None,13252034,IC50,TEMSIROLIMUS,TCC-SUP,CHEMBL2363706,BAO_0000219,7.08,SANGER: Inhibition of human TCCSUP cell growth in a cell viability assay.
CHEMBL1075607,Homo sapiens,None,None,13252184,IC50,TEMSIROLIMUS,VM-CUB-1,CHEMBL2363821,BAO_0000219,7.9,SANGER: Inhibition of human VM-CUB-1 cell growth in a cell viability assay.
CHEMBL1075610,Homo sapiens,None,None,13252274,IC50,TEMSIROLIMUS,VMRC-RCZ,CHEMBL2363822,BAO_0000219,6.6,SANGER: Inhibition of human VMRC-RCZ cell growth in a cell viability assay.
CHEMBL1075611,Homo sapiens,None,None,13252373,IC50,TEMSIROLIMUS,WM-115,CHEMBL2363823,BAO_0000219,6.29,SANGER: Inhibition of human WM-115 cell growth in a cell viability assay.
CHEMBL2366097,Homo sapiens,None,None,13252396,IC50,TEMSIROLIMUS,EW-18,CHEMBL2363225,BAO_0000219,6.31,SANGER: Inhibition of human EW-18 cell growth in a cell viability assay.
CHEMBL2366162,Homo sapiens,None,None,13252459,IC50,TEMSIROLIMUS,EW-22,CHEMBL2363226,BAO_0000219,6.51,SANGER: Inhibition of human EW-22 cell growth in a cell viability assay.
CHEMBL2366206,Homo sapiens,None,None,13252596,IC50,TEMSIROLIMUS,EW-24,CHEMBL2363227,BAO_0000219,6.53,SANGER: Inhibition of human EW-24 cell growth in a cell viability assay.
